title;price_str;price;url
ASUS GTX1060 Dual 3Gb O3G;7 000 грн.;7000;https://www.olx.ua/d/obyavlenie/asus-gtx1060-dual-3gb-o3g-IDMY9EZ.html?sd=1#8e4003ee15
Видеокарта R9 280x 3gb Gigabyte gddr5 384bit;2 400 грн.;2400;https://www.olx.ua/d/obyavlenie/videokarta-r9-280x-3gb-gigabyte-gddr5-384bit-IDOHn9P.html#8e4003ee15
MSI GeForce GTX 1660 Ti ventus XS OC 6gb запечатанная;16 500 грн.Договорная;16500;https://www.olx.ua/d/obyavlenie/msi-geforce-gtx-1660-ti-ventus-xs-oc-6gb-zapechatannaya-IDNWRuh.html?sd=1#8e4003ee15
Відеокарта r9 270x 2gb Vapor-x Sapphire Radeon gtx950/1050/750/760;2 499 грн.;2499;https://www.olx.ua/d/obyavlenie/vdeokarta-r9-270x-2gb-vapor-x-sapphire-radeon-gtx950-1050-750-760-IDOv6xc.html?sd=1#8e4003ee15
Видеокарта Asus ROG Strix 1060 6GB;9 300 грн.;9300;https://www.olx.ua/d/obyavlenie/videokarta-asus-rog-strix-1060-6gb-IDOpAjU.html?sd=1#8e4003ee15
Відеокарта R9 270X 2G DDR5;1 100 грн.Договорная;1100;https://www.olx.ua/d/obyavlenie/vdeokarta-r9-270x-2g-ddr5-IDOHn5H.html?sd=1#8e4003ee15
GeForce® GTX 1080 Ti Founders Edition Zotac 11Gb Gddr5X;11 824 грн.Договорная;11824;https://www.olx.ua/d/obyavlenie/geforce-gtx-1080-ti-founders-edition-zotac-11gb-gddr5x-IDOFNJw.html#8e4003ee15
Palit GeForce RTX 3060 Ti Dual;32 517 грн.;32517;https://www.olx.ua/d/obyavlenie/palit-geforce-rtx-3060-ti-dual-IDOHn3o.html#8e4003ee15
Видеокарта Nvidia GeForce GT 1030 с коробкой;3 000 грн.;3000;https://www.olx.ua/d/obyavlenie/videokarta-nvidia-geforce-gt-1030-s-korobkoy-IDOGk1i.html?sd=1#8e4003ee15
Видеокарта GIGABYTE RTX 3060 Aorus Elite 12GB;25 000 грн.;25000;https://www.olx.ua/d/obyavlenie/videokarta-gigabyte-rtx-3060-aorus-elite-12gb-IDOEiW5.html?sd=1#8e4003ee15
